loan_id,boarding_date,charge_off_date,net_call_off,original_amount_financed
1905,6/11/2020,,,85730
1906,6/11/2020,,,102054
1907,6/11/2020,,,58546
1908,6/11/2020,,,25890
1909,6/11/2020,,,32363
1910,6/11/2020,,,57895
1911,6/11/2020,,,122627
1912,6/11/2020,,,42689
1913,6/12/2020,,,56074
1914,6/12/2020,,,102277
1915,6/12/2020,,,33167
1916,6/12/2020,,,3084
1917,6/12/2020,,,38997
1918,6/12/2020,,,97660
1919,6/12/2020,,,113348
1920,6/12/2020,,,93899
1921,6/12/2020,,,108140
1922,6/15/2020,,,15297
1923,6/15/2020,,,16574
1924,6/15/2020,,,9790
1925,6/15/2020,,,14516
1926,6/16/2020,,,108276
1927,6/16/2020,,,108188
1928,6/16/2020,,,44532
1929,6/16/2020,,,53773
1930,6/17/2020,,,19375
1931,6/17/2020,,,98412
1932,6/18/2020,,,128911
1933,6/18/2020,,,127181
1934,6/18/2020,,,140143
1935,6/18/2020,,,45688
1936,6/18/2020,,,111109
1937,6/19/2020,,,48964
1938,6/19/2020,,,114381
1939,6/19/2020,,,50891
1940,6/24/2020,4/24/2023,55724,98608
1941,6/24/2020,,,65704
1942,6/24/2020,,,124108
1943,6/24/2020,,,56536
1944,6/24/2020,,,142048
1945,6/24/2020,,,60707
1946,6/24/2020,,,63675
1947,6/24/2020,,,86120
1948,6/24/2020,,,50573
1949,6/24/2020,,,137576
1950,6/24/2020,,,124357
1951,6/24/2020,,,72889
1952,6/24/2020,,,94810
1953,6/24/2020,,,49850
1954,6/24/2020,,,114271
1955,6/24/2020,,,30652
1956,6/24/2020,,,115598
1957,6/24/2020,,,6021
1958,6/24/2020,,,62659
1959,6/24/2020,,,109542
1960,6/25/2020,,,78996
1961,6/25/2020,,,72352
1962,6/25/2020,,,134405
1963,6/25/2020,,,27422
1964,6/26/2020,,,59926
1965,6/26/2020,,,87041
1966,6/26/2020,,,95744
1967,6/26/2020,,,102622
1968,6/29/2020,,,69649
1969,6/29/2020,,,60366
1970,6/29/2020,,,127095
1971,6/29/2020,,,13311
1972,6/29/2020,,,7380
1973,6/29/2020,,,21308
1974,6/29/2020,,,97170
1975,6/29/2020,,,57693
1976,6/30/2020,,,75657
1977,6/30/2020,,,148118
1978,6/30/2020,,,24182
1979,6/30/2020,,,47347
1980,6/30/2020,,,44545
1981,7/1/2020,5/5/2024,74027,94724
1982,7/1/2020,,,25935
1983,7/1/2020,,,56651
1984,7/1/2020,,,10228
1985,7/1/2020,,,41091
1986,7/1/2020,,,64936
1987,7/2/2020,8/24/2022,117684,122781
1988,7/2/2020,,,35624
1989,7/2/2020,,,146265
1990,7/2/2020,,,74972
1991,7/2/2020,,,47267
1992,7/2/2020,,,123419
1993,7/2/2020,,,45179
1994,7/2/2020,,,126544
1995,7/6/2020,,,28562
1996,7/6/2020,,,146186
1997,7/7/2020,,,102258
1998,7/7/2020,,,61973
1999,7/7/2020,,,103959
2000,7/7/2020,,,47067
2001,7/7/2020,,,56621
2002,7/8/2020,,,78456
2003,7/8/2020,,,19500
2004,7/8/2020,,,75417
2005,7/8/2020,,,146917
2006,7/8/2020,,,111290
2007,7/8/2020,,,77288
2008,7/8/2020,,,3569
2009,7/9/2020,,,52876
2010,7/9/2020,,,131280
2011,7/10/2020,4/11/2024,11537,77835
2012,7/10/2020,,,99047
2013,7/10/2020,,,89734
2014,7/10/2020,,,6639
2015,7/10/2020,,,146114
2016,7/10/2020,,,95250
2017,7/10/2020,,,93619
2018,7/13/2020,,,69905
2019,7/13/2020,,,23778
2020,7/13/2020,,,62234
2021,7/13/2020,,,96596
2022,7/13/2020,,,40055
2023,7/14/2020,,,18027
2024,7/14/2020,,,86675
2025,7/15/2020,,,65683
2026,7/15/2020,,,81544
2027,7/15/2020,,,43405
2028,7/15/2020,,,77758
2029,7/15/2020,,,22764
2030,7/15/2020,,,75256
2031,7/16/2020,,,101001
2032,7/16/2020,,,40344
2033,7/16/2020,,,18494
2034,7/16/2020,,,125164
2035,7/16/2020,,,121859
2036,7/16/2020,,,135519
2037,7/16/2020,,,19228
2038,7/17/2020,,,148944
2039,7/17/2020,,,148452
2040,7/17/2020,,,18961
2041,7/17/2020,,,131510
2042,7/21/2020,,,54096
2043,7/21/2020,,,4324
2044,7/21/2020,,,60544
2045,7/21/2020,,,12555
2046,7/21/2020,,,12799
2047,7/21/2020,,,36669
2048,7/21/2020,,,123781
2049,7/21/2020,,,31563
2050,7/21/2020,,,117830
2051,7/21/2020,,,68613
2052,7/21/2020,,,76966
2053,7/22/2020,10/10/2023,26108,49877
2054,7/22/2020,,,49113
2055,7/22/2020,,,60348
2056,7/22/2020,,,132278
2057,7/22/2020,,,116053
2058,7/22/2020,,,5173
2059,7/22/2020,,,59343
2060,7/23/2020,3/22/2022,85366,118476
2061,7/23/2020,,,138366
2062,7/23/2020,,,23672
2063,7/24/2020,,,118991
2064,7/24/2020,,,90347
2065,7/24/2020,,,19972
2066,7/27/2020,,,35838
2067,7/27/2020,,,148604
2068,7/27/2020,,,80759
2069,7/27/2020,,,116980
2070,7/27/2020,,,21312
2071,7/27/2020,,,29832
2072,7/28/2020,,,76280
2073,7/28/2020,,,93257
2074,7/28/2020,,,4037
2075,7/28/2020,,,15595
2076,7/29/2020,,,124887
2077,7/29/2020,,,134983
2078,7/30/2020,,,20143
2079,7/30/2020,,,53593
2080,7/30/2020,,,134642
2081,7/30/2020,,,136197
2082,7/30/2020,,,15185
2083,7/30/2020,,,93274
2084,7/31/2020,,,45540
2085,7/31/2020,,,28384
2086,7/31/2020,,,83940
2087,7/31/2020,,,82363
2088,7/31/2020,,,42687
2089,8/3/2020,,,34134
2090,8/3/2020,,,115808
2091,8/3/2020,,,137224
2092,8/3/2020,,,97367
2093,8/4/2020,,,102031
2094,8/4/2020,,,105683
2095,8/4/2020,,,117376
2096,8/4/2020,,,148916
2097,8/4/2020,,,46674
2098,8/4/2020,,,4216
2099,8/5/2020,,,88338
2100,8/5/2020,,,22428
2101,8/5/2020,,,128508
2102,8/5/2020,,,142478
2103,8/5/2020,,,64445
2104,8/5/2020,,,128689
2105,8/6/2020,,,78716
2106,8/6/2020,,,6279
2107,8/6/2020,,,131301
2108,8/7/2020,,,31421
2109,8/7/2020,,,57986
2110,8/7/2020,,,100048
2111,8/7/2020,,,112601
2112,8/7/2020,,,127934
2113,8/7/2020,,,33794
2114,8/7/2020,,,44329
2115,8/7/2020,,,136041
2116,8/10/2020,,,94940
2117,8/10/2020,,,86746
2118,8/10/2020,,,99971
2119,8/11/2020,,,30457
2120,8/11/2020,,,18378
2121,8/11/2020,,,108277
2122,8/11/2020,,,110497
2123,8/12/2020,,,145035
2124,8/12/2020,,,104245
2125,8/12/2020,,,77692
2126,8/13/2020,,,148596
2127,8/13/2020,,,30703
2128,8/13/2020,,,19347
2129,8/14/2020,,,102844
2130,8/14/2020,,,114344
2131,8/14/2020,,,110909
2132,8/14/2020,,,71578
2133,8/17/2020,,,68891
2134,8/17/2020,,,44974
2135,8/17/2020,,,22112
2136,8/17/2020,,,115231
2137,8/18/2020,,,109866
2138,8/18/2020,,,123260
2139,8/18/2020,,,62103
2140,8/19/2020,,,85389
2141,8/20/2020,,,19970
2142,8/20/2020,,,126681
2143,8/20/2020,,,110908
2144,8/20/2020,,,86390
2145,8/21/2020,6/19/2021,80921,116460
2146,8/21/2020,,,145085
2147,8/21/2020,,,77330
2148,8/21/2020,,,44451
2149,8/24/2020,,,77713
2150,8/26/2020,,,50512
2151,8/26/2020,,,52292
2152,8/26/2020,,,7228
2153,8/26/2020,,,125925
2154,8/27/2020,,,57363
2155,8/27/2020,,,38867
2156,8/27/2020,,,35189
2157,8/27/2020,,,59223
2158,8/27/2020,,,111903
2159,8/27/2020,,,129363
2160,9/1/2020,,,21409
2161,9/1/2020,,,131318
2162,9/1/2020,,,110579
2163,9/1/2020,,,142969
2164,9/2/2020,,,96794
2165,9/2/2020,,,122410
2166,9/2/2020,,,125726
2167,9/2/2020,,,18320
2168,9/2/2020,,,90672
2169,9/3/2020,,,66315
2170,9/3/2020,,,83743
2171,9/3/2020,,,41037
2172,9/3/2020,,,96692
2173,9/3/2020,,,127394
2174,9/4/2020,,,54294
2175,9/4/2020,,,36349
2176,9/8/2020,,,63256
2177,9/8/2020,,,105415
2178,9/8/2020,,,26478
2179,9/8/2020,,,119710
2180,9/8/2020,,,69084
2181,9/9/2020,,,125493
2182,9/9/2020,,,15193
2183,9/9/2020,,,133528
2184,9/9/2020,,,36554
2185,9/9/2020,,,45050
2186,9/11/2020,,,44640
2187,9/14/2020,,,22298
2188,9/14/2020,,,145541
2189,9/14/2020,,,85013
2190,9/14/2020,,,94283
2191,9/15/2020,12/1/2021,17121,120670
2192,9/16/2020,,,109891
2193,9/21/2020,6/8/2024,30046,35165
2194,9/21/2020,,,133123
2195,9/21/2020,,,126151
2196,9/21/2020,,,42302
2197,9/21/2020,,,83542
2198,9/21/2020,,,129659
2199,9/22/2020,,,143062
2200,9/22/2020,,,53393
2201,9/24/2020,1/7/2021,22449,135478
2202,9/24/2020,,,44149
2203,9/24/2020,,,110525
2204,9/24/2020,,,97066
2205,9/24/2020,,,115802
2206,9/24/2020,,,57950
2207,9/24/2020,,,147068
2208,9/29/2020,,,120466
2209,9/29/2020,,,99721
2210,9/29/2020,,,83797
2211,9/29/2020,,,26425
2212,9/29/2020,,,87571
2213,9/29/2020,,,75501
2214,9/29/2020,,,102475
2215,9/29/2020,,,144026
2216,9/29/2020,,,17491
2217,9/29/2020,,,45692
2218,9/29/2020,,,142657
2219,10/1/2020,,,67353
2220,10/1/2020,,,122634
2221,10/1/2020,,,130429
2222,10/1/2020,,,7113
2223,10/2/2020,,,11968
2224,10/2/2020,,,94284
2225,10/2/2020,,,145306
2226,10/2/2020,,,89657
2227,10/5/2020,9/9/2022,66596,68025
2228,10/5/2020,5/14/2022,78254,118038
2229,10/5/2020,,,122811
2230,10/5/2020,,,65248
2231,10/5/2020,,,13571
2232,10/5/2020,,,73329
2233,10/5/2020,,,20510
2234,10/5/2020,,,94183
2235,10/6/2020,,,50813
2236,10/6/2020,,,118047
2237,10/6/2020,,,130766
2238,10/6/2020,,,36884
2239,10/6/2020,,,72018
2240,10/6/2020,,,22116
2241,10/8/2020,10/31/2023,,71372
2242,10/8/2020,,,3099
2243,10/8/2020,,,127247
2244,10/9/2020,,,4663
2245,10/9/2020,,,144812
2246,10/9/2020,,,100795
2247,10/9/2020,,,47704
2248,10/13/2020,,,79678
2249,10/13/2020,,,22044
2250,10/14/2020,,,87897
2251,10/14/2020,,,109459
2252,10/14/2020,,,26918
2253,10/14/2020,,,73098
2254,10/15/2020,,,85239
2255,10/15/2020,,,100287
2256,10/16/2020,,,34398
2257,10/16/2020,,,99043
2258,10/19/2020,,,95992
2259,10/19/2020,,,131146
2260,10/19/2020,,,131718
2261,10/19/2020,,,74406
2262,10/19/2020,,,141505
2263,10/20/2020,,,123282
2264,10/20/2020,,,57052
2265,10/20/2020,,,117359
2266,10/21/2020,1/21/2023,34675,116014
2267,10/21/2020,,,148006
2268,10/21/2020,,,72190
2269,10/21/2020,,,122372
2270,10/23/2020,12/19/2020,35016,109200
2271,10/23/2020,,,147305
2272,10/23/2020,,,99660
2273,10/23/2020,,,68239
2274,10/23/2020,,,27166
2275,10/23/2020,,,24724
2276,10/26/2020,,,114177
2277,10/26/2020,,,103275
2278,10/26/2020,,,23111
2279,10/26/2020,,,133422
2280,10/26/2020,,,14277
2281,10/27/2020,2/3/2021,34782,81109
2282,10/27/2020,,,88013
2283,10/27/2020,,,123192
2284,10/27/2020,,,142154
2285,10/27/2020,,,106164
2286,10/28/2020,,,111175
2287,10/28/2020,,,109061
2288,10/28/2020,,,44488
2289,10/29/2020,,,99678
2290,10/29/2020,,,51037
2291,10/29/2020,,,42582
2292,10/30/2020,2/17/2024,33166,88203
2293,10/30/2020,,,14352
2294,10/30/2020,,,95934
2295,10/30/2020,,,102643
2296,11/2/2020,,,68633
2297,11/2/2020,,,57008
2298,11/2/2020,,,149019
2299,11/2/2020,,,70165
2300,11/3/2020,7/1/2024,51392,87432
2301,11/3/2020,,,65689
2302,11/3/2020,,,122920
2303,11/3/2020,,,79675
2304,11/3/2020,,,97994
2305,11/4/2020,,,102387
2306,11/4/2020,,,81966
2307,11/5/2020,,,108450
2308,11/5/2020,,,102458
2309,11/5/2020,,,59928
2310,11/6/2020,,,65190
2311,11/9/2020,,,55961
2312,11/9/2020,,,110701
2313,11/9/2020,,,54095
2314,11/9/2020,,,139599
2315,11/9/2020,,,80719
2316,11/9/2020,,,14511
2317,11/9/2020,,,48243
2318,11/10/2020,,,28990
2319,11/10/2020,,,91985
2320,11/10/2020,,,85593
2321,11/10/2020,,,80165
2322,11/10/2020,,,42364
2323,11/10/2020,,,79333
2324,11/12/2020,7/28/2024,11653,56117
2325,11/12/2020,,,11900
2326,11/12/2020,,,127790
2327,11/12/2020,,,142712
2328,11/12/2020,,,108268
2329,11/16/2020,,,100460
2330,11/16/2020,,,95442
2331,11/16/2020,,,96787
2332,11/16/2020,,,98541
2333,11/17/2020,,,143497
2334,11/17/2020,,,34923
2335,11/17/2020,,,74883
2336,11/17/2020,,,115564
2337,11/17/2020,,,77565
2338,11/18/2020,5/13/2022,52273,67638
2339,11/18/2020,3/21/2021,50717,128361
2340,11/18/2020,,,98423
2341,11/18/2020,,,27241
2342,11/18/2020,,,48777
2343,11/19/2020,,,22589
2344,11/19/2020,,,134307
2345,11/19/2020,,,68372
2346,11/19/2020,,,101013
2347,11/19/2020,,,130486
2348,11/20/2020,,,44974
2349,11/23/2020,,,141116
2350,11/23/2020,,,58544
2351,11/23/2020,,,10548
2352,11/23/2020,,,24975
2353,11/23/2020,,,132037
2354,11/24/2020,,,133414
2355,11/24/2020,,,73465
2356,11/25/2020,,,54625
2357,11/27/2020,,,79714
2358,11/27/2020,,,54583
2359,12/1/2020,,,44844
2360,12/3/2020,,,72906
2361,12/4/2020,8/29/2022,74076,107024
2362,12/4/2020,,,16392
2363,12/4/2020,,,93561
2364,12/4/2020,,,88701
2365,12/4/2020,,,31597
2366,12/4/2020,,,14719
2367,12/7/2020,,,87150
2368,12/7/2020,,,22949
2369,12/7/2020,,,14823
2370,12/8/2020,6/5/2022,67195,124645
2371,12/8/2020,,,99994
2372,12/8/2020,,,29667
2373,12/8/2020,,,59911
2374,12/9/2020,,,39472
2375,12/9/2020,,,10213
2376,12/9/2020,,,22010
2377,12/9/2020,,,105019
2378,12/9/2020,,,74966
2379,12/9/2020,,,4162
2380,12/9/2020,,,47710
2381,12/10/2020,2/11/2021,15041,19943
2382,12/10/2020,6/9/2023,84915,125827
2383,12/10/2020,,,49380
2384,12/10/2020,,,49597
2385,12/10/2020,,,99599
2386,12/10/2020,,,88922
2387,12/10/2020,,,36980
2388,12/11/2020,,,99025
2389,12/11/2020,,,11735
2390,12/14/2020,,,35355
2391,12/14/2020,,,71586
2392,12/14/2020,,,103267
2393,12/15/2020,,,89641
2394,12/15/2020,,,9944
2395,12/15/2020,,,144817
2396,12/16/2020,,,124086
2397,12/16/2020,,,72631
2398,12/16/2020,,,57724
2399,12/17/2020,,,136978
2400,12/17/2020,,,68408
2401,12/17/2020,,,80696
2402,12/18/2020,,,9305
2403,12/18/2020,,,75740
2404,12/18/2020,,,119716
2405,12/21/2020,,,148735
2406,12/22/2020,,,89205
2407,12/22/2020,,,42734
2408,12/23/2020,,,86976
2409,12/23/2020,,,145168
2410,12/23/2020,,,85410
2411,12/30/2020,,,109066
2412,12/30/2020,,,47721
2413,12/30/2020,,,75187
2414,12/30/2020,,,74827
2415,12/30/2020,,,62478
2416,12/31/2020,,,124136
2417,12/31/2020,,,130092
2418,12/31/2020,,,125561
2419,12/31/2020,,,38651
2420,1/4/2021,9/13/2023,67106,81756
2421,1/4/2021,,,28037
2422,1/5/2021,,,132247
2423,1/5/2021,,,12388
2424,1/7/2021,,,90495
2425,1/12/2021,,,88508
2426,1/12/2021,,,43423
2427,1/12/2021,,,30458
2428,1/13/2021,10/16/2023,11904,106325
2429,1/13/2021,,,28576
2430,1/13/2021,,,42971
2431,1/13/2021,,,65221
2432,1/13/2021,,,72426
2433,1/13/2021,,,33850
2434,1/14/2021,,,116151
2435,1/14/2021,,,144650
2436,1/14/2021,,,132526
2437,1/14/2021,,,105932
2438,1/15/2021,,,66035
2439,1/15/2021,,,16849
2440,1/15/2021,,,5011
2441,1/15/2021,,,89415
2442,1/19/2021,,,12343
2443,1/19/2021,,,48759
2444,1/19/2021,,,98954
2445,1/19/2021,,,94489
2446,1/20/2021,,,92212
2447,1/22/2021,,,94375
2448,1/25/2021,,,100863
2449,1/25/2021,,,82476
2450,1/25/2021,,,15623
2451,1/25/2021,,,112115
2452,1/25/2021,,,140721
2453,1/26/2021,9/18/2023,48350,64024
2454,1/26/2021,,,87690
2455,1/28/2021,8/3/2024,100900,113362
2456,1/28/2021,,,132724
2457,1/28/2021,,,18182
2458,1/28/2021,,,106778
2459,1/28/2021,,,140237
2460,1/28/2021,,,5096
2461,1/29/2021,,,102753
2462,1/29/2021,,,114647
2463,1/29/2021,,,131378
2464,1/29/2021,,,56842
2465,2/1/2021,,,93995
2466,2/1/2021,,,127708
2467,2/1/2021,,,117472
2468,2/3/2021,1/8/2023,25061,109108
2469,2/3/2021,,,122785
2470,2/3/2021,,,131285
2471,2/3/2021,,,13618
2472,2/3/2021,,,100585
2473,2/3/2021,,,107530
2474,2/3/2021,,,19726
2475,2/3/2021,,,97873
2476,2/3/2021,,,93343
2477,2/3/2021,,,64969
2478,2/3/2021,,,132982
2479,2/3/2021,,,112388
2480,2/3/2021,,,20729
2481,2/3/2021,,,58727
2482,2/3/2021,,,77612
2483,2/4/2021,,,54534
2484,2/4/2021,,,18459
2485,2/4/2021,,,62048
2486,2/10/2021,8/12/2023,1567,24841
2487,2/10/2021,,,102419
2488,2/10/2021,,,100928
2489,2/10/2021,,,66891
2490,2/10/2021,,,64273
2491,2/10/2021,,,134219
2492,2/10/2021,,,55357
2493,2/10/2021,,,102707
2494,2/10/2021,,,136393
2495,2/10/2021,,,9643
2496,2/10/2021,,,55273
2497,2/11/2021,,,69403
2498,2/12/2021,,,56780
2499,2/12/2021,,,112271
2500,2/12/2021,,,124176
2501,2/16/2021,,,45686
2502,2/16/2021,,,50237
2503,2/16/2021,,,132198
2504,2/17/2021,,,111348
2505,2/17/2021,,,102235
2506,2/22/2021,,,42903
2507,2/22/2021,,,133719
2508,2/22/2021,,,40275
2509,2/22/2021,,,137919
2510,2/23/2021,,,127809
2511,2/23/2021,,,37374
2512,2/23/2021,,,13721
2513,2/23/2021,,,60228
2514,2/24/2021,12/21/2022,88081,116163
2515,2/24/2021,,,56486
2516,2/24/2021,,,126182
2517,2/24/2021,,,58633
2518,2/24/2021,,,36875
2519,2/24/2021,,,5671
2520,2/24/2021,,,106242
2521,2/24/2021,,,140775
2522,2/25/2021,3/21/2023,22364,120931
2523,2/25/2021,,,12669
2524,2/25/2021,,,146137
2525,2/25/2021,,,66718
2526,2/26/2021,,,24043
2527,2/26/2021,,,114799
2528,2/26/2021,,,38634
2529,2/26/2021,,,135712
2530,2/26/2021,,,137379
2531,3/1/2021,,,21493
2532,3/1/2021,,,36449
2533,3/2/2021,,,141464
2534,3/4/2021,,,62162
2535,3/4/2021,,,67734
2536,3/4/2021,,,29983
2537,3/4/2021,,,117409
2538,3/4/2021,,,5319
2539,3/8/2021,,,36057
2540,3/8/2021,,,57689
2541,3/8/2021,,,131154
2542,3/8/2021,,,32540
2543,3/8/2021,,,35907
2544,3/8/2021,,,49788
2545,3/8/2021,,,17912
2546,3/9/2021,,,57227
2547,3/10/2021,,,18402
2548,3/10/2021,,,60869
2549,3/11/2021,4/14/2024,39330,88378
2550,3/11/2021,,,74010
2551,3/11/2021,,,59748
2552,3/11/2021,,,112726
2553,3/11/2021,,,10790
2554,3/11/2021,,,87098
2555,3/12/2021,,,33341
2556,3/12/2021,,,92605
2557,3/12/2021,,,120923
2558,3/12/2021,,,94199
2559,3/12/2021,,,39556
2560,3/15/2021,,,43158
2561,3/15/2021,,,85258
2562,3/16/2021,,,11621
2563,3/16/2021,,,102988
2564,3/16/2021,,,141853
2565,3/16/2021,,,116055
2566,3/16/2021,,,83821
2567,3/17/2021,,,100049
2568,3/17/2021,,,106769
2569,3/18/2021,,,30532
2570,3/18/2021,,,106778
2571,3/18/2021,,,4023
2572,3/18/2021,,,12732
2573,3/18/2021,,,63167
2574,3/18/2021,,,28665
2575,3/19/2021,4/25/2024,8708,58490
2576,3/19/2021,3/30/2022,15277,67239
2577,3/19/2021,,,49896
2578,3/19/2021,,,92737
2579,3/19/2021,,,23852
2580,3/19/2021,,,92671
2581,3/19/2021,,,80467
2582,3/19/2021,,,5218
2583,3/19/2021,,,92282
2584,3/19/2021,,,38557
2585,3/19/2021,,,112072
2586,3/22/2021,,,95964
2587,3/22/2021,,,148806
2588,3/22/2021,,,147863
2589,3/23/2021,,,91970
2590,3/24/2021,2/9/2022,9030,100056
2591,3/24/2021,,,116367
2592,3/24/2021,,,75324
2593,3/24/2021,,,125401
2594,3/24/2021,,,59907
2595,3/25/2021,,,68468
2596,3/25/2021,,,74651
2597,3/25/2021,,,130164
2598,3/29/2021,,,62754
2599,3/29/2021,,,47360
2600,3/29/2021,,,73075
2601,3/29/2021,,,97106
2602,3/29/2021,,,88215
2603,3/29/2021,,,80665
2604,3/29/2021,,,71473
2605,3/29/2021,,,20274
2606,3/29/2021,,,41222
2607,3/29/2021,,,124995
2608,3/29/2021,,,63190
2609,3/29/2021,,,147206
2610,3/29/2021,,,13123
2611,3/29/2021,,,14685
2612,3/29/2021,,,50275
2613,3/29/2021,,,72349
2614,3/29/2021,,,114318
2615,3/29/2021,,,126651
2616,3/29/2021,,,124073
2617,3/30/2021,8/12/2024,90499,91470
2618,3/30/2021,11/12/2023,95844,104886
2619,3/30/2021,,,98374
2620,3/30/2021,,,109160
2621,3/30/2021,,,108102
2622,3/30/2021,,,8979
2623,3/30/2021,,,57446
2624,3/30/2021,,,83365
2625,3/31/2021,,,140070
2626,3/31/2021,,,83970
2627,3/31/2021,,,142667
2628,3/31/2021,,,3194
2629,3/31/2021,2/28/2023,,89420
2630,4/1/2021,,,71214
2631,4/1/2021,,,78627
2632,4/1/2021,,,39240
2633,4/2/2021,,,64717
2634,4/2/2021,,,91399
2635,4/2/2021,,,57811
2636,4/2/2021,,,96177
2637,4/5/2021,10/4/2023,5742,63978
2638,4/5/2021,,,58224
2639,4/5/2021,,,111506
2640,4/5/2021,,,33924
2641,4/5/2021,,,44703
2642,4/5/2021,,,69023
2643,4/5/2021,,,6120
2644,4/5/2021,,,128563
2645,4/6/2021,8/20/2024,102143,136353
2646,4/6/2021,,,127925
2647,4/6/2021,,,18264
2648,4/7/2021,4/8/2024,3411,75620
2649,4/7/2021,,,141930
2650,4/7/2021,,,19169
2651,4/7/2021,,,117675
2652,4/7/2021,,,131579
2653,4/7/2021,,,12606
2654,4/7/2021,,,60152
2655,4/9/2021,,,94657
2656,4/9/2021,,,14706
2657,4/9/2021,,,44404
2658,4/9/2021,,,142158
2659,4/9/2021,,,70648
2660,4/9/2021,,,8472
2661,4/9/2021,,,42325
2662,4/9/2021,,,32892
2663,4/9/2021,,,143538
2664,4/12/2021,,,10860
2665,4/12/2021,,,34466
2666,4/12/2021,,,45321
2667,4/12/2021,,,17101
2668,4/12/2021,,,107915
2669,4/12/2021,,,64668
2670,4/12/2021,,,20519
2671,4/13/2021,,,141777
2672,4/13/2021,,,28774
2673,4/13/2021,,,83059
2674,4/13/2021,,,29962
2675,4/13/2021,,,94035
2676,4/14/2021,,,72241
2677,4/14/2021,,,140247
2678,4/14/2021,,,33837
2679,4/14/2021,,,119219
2680,4/14/2021,,,103661
2681,4/14/2021,,,103399
2682,4/15/2021,,,114990
2683,4/15/2021,,,149793
2684,4/15/2021,,,133333
2685,4/15/2021,,,44803
2686,4/16/2021,,,34087
2687,4/16/2021,,,69755
2688,4/16/2021,,,112502
2689,4/16/2021,,,48434
2690,4/16/2021,,,77834
2691,4/19/2021,,,136040
2692,4/19/2021,,,110289
2693,4/19/2021,,,132898
2694,4/19/2021,,,88143
2695,4/19/2021,,,30224
2696,4/19/2021,,,36063
2697,4/19/2021,,,90998
2698,4/20/2021,,,100956
2699,4/20/2021,,,117009
2700,4/20/2021,,,48717
2701,4/20/2021,,,75952
2702,4/20/2021,,,85031
2703,4/20/2021,,,42840
2704,4/20/2021,,,32398
2705,4/20/2021,,,116321
2706,4/20/2021,,,9666
2707,4/20/2021,,,114684
2708,4/20/2021,,,29442
2709,4/21/2021,,,9122
2710,4/21/2021,,,3839
2711,4/21/2021,,,141479
2712,4/21/2021,,,24577
2713,4/21/2021,,,10802
2714,4/21/2021,,,132114
2715,4/21/2021,,,102522
2716,4/21/2021,,,66032
2717,4/21/2021,,,84898
2718,4/21/2021,,,23980
2719,4/21/2021,,,132726
2720,4/22/2021,,,61535
2721,4/22/2021,,,9568
2722,4/22/2021,,,12323
2723,4/22/2021,,,114580
2724,4/22/2021,,,49067
2725,4/22/2021,,,86613
2726,4/22/2021,,,99557
2727,4/23/2021,,,66242
2728,4/23/2021,,,132460
2729,4/23/2021,,,98241
2730,4/23/2021,,,45458
2731,4/23/2021,,,52012
2732,4/23/2021,,,69556
2733,4/23/2021,,,138500
2734,4/23/2021,,,90818
2735,4/23/2021,,,12473
2736,4/26/2021,,,37127
2737,4/26/2021,,,33785
2738,4/26/2021,,,145436
2739,4/26/2021,,,64894
2740,4/26/2021,,,19643
2741,4/26/2021,,,29996
2742,4/26/2021,,,130731
2743,4/27/2021,12/15/2021,54202,131104
2744,4/27/2021,,,59074
2745,4/27/2021,,,117988
2746,4/27/2021,,,46489
2747,4/27/2021,,,4948
2748,4/27/2021,,,80403
2749,4/27/2021,,,58819
2750,4/28/2021,3/20/2024,40784,73278
2751,4/28/2021,1/5/2023,36549,43712
2752,4/28/2021,,,87217
2753,4/28/2021,,,40946
2754,4/28/2021,,,109032
2755,4/28/2021,,,88410
2756,4/28/2021,,,106140
2757,4/28/2021,,,101768
2758,4/28/2021,,,19468
2759,4/28/2021,,,90435
2760,4/28/2021,,,75222
2761,4/29/2021,7/4/2021,6778,14067
2762,4/29/2021,,,33320
2763,4/29/2021,,,4886
2764,4/29/2021,,,94467
2765,4/29/2021,,,101979
2766,4/29/2021,,,12193
2767,4/29/2021,,,116628
2768,4/29/2021,,,93605
2769,4/29/2021,,,56650
2770,4/29/2021,,,109652
2771,4/30/2021,2/21/2024,5974,19252
2772,4/30/2021,2/21/2024,8686,27791
2773,4/30/2021,,,128960
2774,4/30/2021,,,81996
2775,4/30/2021,,,109483
2776,4/30/2021,,,125041
2777,4/30/2021,,,11689
2778,4/30/2021,,,69695
2779,4/30/2021,,,111669
2780,4/30/2021,,,25791
2781,4/30/2021,,,60688
2782,4/30/2021,,,58317
2783,4/30/2021,,,117309
2784,4/30/2021,,,80016
2785,4/30/2021,,,101320
2786,4/30/2021,,,9163
2787,4/30/2021,,,40778
2788,5/3/2021,,,123393
2789,5/3/2021,,,88423
2790,5/3/2021,,,51031
2791,5/3/2021,,,24161
2792,5/3/2021,,,57782
2793,5/3/2021,,,136829
2794,5/3/2021,,,66283
2795,5/3/2021,,,30186
2796,5/4/2021,6/20/2022,954,9589
2797,5/4/2021,7/20/2021,25614,109853
2798,5/4/2021,,,33706
2799,5/4/2021,,,52208
2800,5/4/2021,,,149831
2801,5/4/2021,,,23699
2802,5/4/2021,,,30736
2803,5/4/2021,,,29475
2804,5/4/2021,,,139626
2805,5/4/2021,,,89696
2806,5/5/2021,,,50521
2807,5/5/2021,,,136155
2808,5/5/2021,,,78710
